Time,Category,Tmall.Id,title,Inventory,MonthlySales,Favorites,ListPrice,Promotion,AccumulatedReviews,TagCount,Tags,Colors,Specs,Keywords,Description,ProductURL,SellerNickname,SellerRegion,AdditionalURLs,ProductSKUs,Category.Id
2018-11-01 16:39:56,活动特集,521219434947,无印良品MUJI 女式 条纹长袖T恤,3190,,1083,198.00,,70,0,,"生成色*条纹,藏青色,白色*图案,黑*图案","无印良品MUJI 女式 条纹长袖T恤,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为1,98元,。,细节展示,&nbsp; &nbsp; ,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质,棉100%,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。",无印良品MUJI 女式 条纹长袖T恤,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 女式 条纹长袖T恤,想了解详情无印良品MUJI 女式 条纹长袖T恤，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=521219434947&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏无锡,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2YUWIepXXXXX3XXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2N1KJepXXXXXVXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2veiKepXXXXXzXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2pUKGepXXXXaoXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2_emwepXXXXcOXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2mMYsXKdaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","3105697361369,3105721993219,3105721993220,3105721993221,3105721993222,3105721993223,3105721993224,3105721993225,3105721993226,3105721993227,3105721993228,3105721993229",909760520
2018-11-01 17:45:26,活动特集,525979067868,无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦,1218,505,3078,29.00,29,3244,8,"没有水渍,好收纳,发货快,太贵了,拖把很好用,好清洗,包装完好,完全变形",淡灰色    约宽３０×长１４．５×厚１．５ｃｍ,"无印良品 MUJI 扫除用品系列 地板拖把用拖把 湿擦,※,伸缩杆需另外单独购买。, 使用了地板拖把用的微纤维的拖把。微纤维的超细纤维捕获尘埃不让跑掉。,细节展示：,颜色展示：, &nbsp; &nbsp;&nbsp; ,基本信息：,产地, 山东省潍坊市 ,材质,聚酯纤维82%_锦纶18%,约宽３０&times;长１４．５&times;厚１．５ｃｍ,淡灰色",无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦,想了解详情无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=525979067868&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i4/2038648986/TB2cTRIjpXXXXXqXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2jpx8jpXXXXXuXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg",3131125443268,909760520
2018-11-01 17:45:26,活动特集,39325662966,无印良品MUJI 荧光笔,5031,2501,7594,10.00,10,13023,10,"东西不错,物流很给力,就是贵了点,孩子喜欢,发货快,颜色好,很好用的笔,书写流畅,性价比不高,有问必答","橙色,粉红色,绿色,蓝色,黄色","无印良品MUJI 荧光笔,笔头的小孔能够让书写的重点看起来更加清楚。,细节展示,颜色展示,基本信息,商品材质, 聚丙烯 ",无印良品MUJI 荧光笔,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 荧光笔,想了解详情无印良品MUJI 荧光笔，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=39325662966&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏无锡,"https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB29lItXXXXXXbkXFXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2jXi_XVXXXXXgXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB22nC9XVXXXXafXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2ETq9XVXXXXasXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2p.99XVXXXXXnXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2SYCtXpXXXXclXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","52632449278,52632449279,52632449280,52632449281,52632449282",909760520
2018-11-01 17:45:26,活动特集,520685027618,无印良品MUJI 扫除用品系列 地毯除尘器,801,676,5077,39.00,39,3299,0,,其他约宽１８．５×长７．５×高２７．５ｃ,"&nbsp;,无印良品MUJI 扫除用品系列 地毯除尘器,便于收纳的自立式清洁器。外罩两侧均能收纳。&nbsp;,产品展示,基本信息,商品材质, 把手/外盒：聚丙烯_转动轴：铁/粘纸：黏贴加工纸 ,规格,约宽１8.５&times;长７.５&times;高２７.５ｃ,ｍ,&nbsp;,&nbsp;,&nbsp;",无印良品MUJI 扫除用品系列 地毯除尘器,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 扫除用品系列 地毯除尘器,想了解详情无印良品MUJI 扫除用品系列 地毯除尘器，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=520685027618&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i2/2038648986/TB2GLwOaFXXXXXoXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg",3138506433194,909760520
2018-11-01 17:45:26,活动特集,536321604323,无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,3195,714,1117,78.00,54,338,0,,"浅灰色*横条,深海军蓝*横条,黑*横条,浅灰色*图案,黑*图案,浅灰色*条纹,黑*条纹,深橙色*图案,卡其色*条纹","无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,商品特征：,采用质感良好的棉质面料制成。,款型设计非常考究，,领口缝制了防变形布带。,注意事项：,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,●由于素材的特性，穿着和洗涤时的摩擦会导致起毛、起球。如有发生请尽快使用除毛器等去除。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,●由于材质的特性，穿着和使用会使成品发生纬斜。,●整理后轻轻熨烫会一定程度得到恢复。,●由于素材的特性，可能会有植物原料的碎片混入。淡色产品可能会呈现斑渍状，敬请谅解。,●受阳光直射或荧光灯的影响可能会发生变色，敬请谅解。,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为,78,元。,细节展示, &nbsp;&nbsp;,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ,颜色展示, &nbsp;&nbsp;,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ,基本信息,商品材质, 本体:棉:100%:领子:棉:100%: ,规格,XS/S/M/L/XL,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的 商品实物为准。",无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,想了解详情无印良品 MUJI 女式 棉圆领长袖T恤（条纹），请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=536321604323&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i3/2038648986/TB2twETtpXXXXXVXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2TN.ptpXXXXXHXpXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2pNMmtpXXXXXZXpXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2mMYsXKdaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2XFOPoFXXXXaaXpXXXXXXXXXX-2038648986.jpg","3201057896095,3201057896096,3201057896097,3201057896098,3201057896099,3201057896100,3201057896101,3201057896102,3201057896103,3201057896104,3201057896105,3201057896106,3201057896107,3201057896108,3201057896109,3201057896110,3201057896111,3201057896112,3201057896113,3201057896114,3201057896115,3201057896116,3201057896117,3201057896118,3201057896119,3201057896120,3201057896121,3201057896122,3201057896123,3201057896124,3201057896125,3201057896126,3201057896127,3201057896128,3201057896129,3201057896130,3201057896131,3201057896132,3201057896133,3201057896134,3201057896135,3201057896136,3201057896137,3201057896138,3201057896139",909760520
2018-11-01 17:45:26,活动特集,40283412304,无印良品MUJI 超声波香薰机,2648,1558,49183,380.00,380,8304,10,"质量非常好,价格也合适,送的礼物,老婆很喜欢,物流很快,香薰机很好,香味也不错,外观小清新,有灯很温馨,正品",白色,"无印良品MUJI 超声波香薰机,雾气可通过超声波扩散、使您陶醉于光与雾气的旋律。为了更加方便您的使用，对式样进行过改良。（灯光底色因生产批次不同，可能存在冷光和暖光2种光源色，以收到实物商品为准）,该商品原包装开封、&nbsp;组装、通电使用过恕不提供退换货服务。,注：1 因生产批次不同，该商品会存在中文和英文两种标识。,&nbsp; &nbsp; &nbsp; &nbsp;2&nbsp;,产品拆封后若无质量问题，概不退换。,使用场景,使用说明,基本信息,商品材质,聚碳酸酯树脂, 直径约80*高140mm,商品包装",无印良品MUJI 超声波香薰机,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 超声波香薰机,想了解详情无印良品MUJI 超声波香薰机，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=40283412304&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/TB2S934XVXXXXXiXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2FVZ4XVXXXXaRXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2T2I1XVXXXXccXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2gMI0XVXXXXXLXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2LV72XVXXXXb7XXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2Y4XvX4pXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/T2nfBxXY0XXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2DuyZtd0opuFjSZFxXXaDNVXa-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg",63520059987,909760520
2018-11-01 17:45:26,活动特集,558903338811,无印良品 MUJI 男式 棉混保暖 圆领长袖衫,4672,405,1563,88.00,88,945,0,,"米白色,炭灰色,黑色","无印良品 MUJI 男式 棉混保暖 圆领长袖衫,※此商品如无质量问题，恕不退换。,商品特征：,采用优质棉纱为原料，诠释棉所特有的优良质感，穿着干爽舒适具有良好的保温性。,注意事项：,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,细节展示,&nbsp;,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质,棉47%,腈纶28%,粘纤19%,氨纶6%,规格,XS/S/M/L/XL,产地,中国,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。,&nbsp;",无印良品 MUJI 男式 棉混保暖 圆领长袖衫,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 男式 棉混保暖 圆领长袖衫,想了解详情无印良品 MUJI 男式 棉混保暖 圆领长袖衫，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=558903338811&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2h9pPeYsTMeJjy1zeXXcOCVXa_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/T2VVzwXSFXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2XFOPoFXXXXaaXpXXXXXXXXXX-2038648986.jpg","3643634103672,3643634103673,3643634103674,3643634103675,3643634103676,3643634103677,3643634103678,3643634103679,3643634103680,3643634103681,3643634103682,3643634103683,3643634103684,3643634103685,3643634103686",909760520
2018-11-01 17:45:26,活动特集,558595578001,无印良品 MUJI 女式 棉混保暖 U领八分袖衫,8479,,3649,88.00,,1264,0,,"米白色,中灰色,黑色,深咖啡色","无印良品 MUJI 女式 棉混保暖 U领八分袖衫,※此商品如无质量问题，恕不退换。,商品特征：,采用优质棉纱为原料，,诠释棉所特有的优良质感，,穿着干爽舒适具有良好的保温性。,注意事项：,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉,印花部分。,●请勿熨烫印花部分。,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,细节展示,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质,棉47%,腈纶30%,,粘纤16%,氨纶7%,规格,XS/S/M/L/XL,产地,泰国,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。",无印良品 MUJI 女式 棉混保暖 U领八分袖衫,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 女式 棉混保暖 U领八分袖衫,想了解详情无印良品 MUJI 女式 棉混保暖 U领八分袖衫，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=558595578001&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/TB2ZyrtnhrI8KJjy0FpXXb5hVXa-2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2YiavnlDH8KJjSszcXXbDTFXa-2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2F.EwcMn.PuJjSZFkXXc_lpXa-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2mMYsXKdaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","3638956915581,3638956915582,3638956915583,3638956915584,3638956915585,3638956915586,3638956915587,3638956915588,3638956915589,3638956915590,3638956915591,3638956915592,3638956915593,3638956915594,3638956915595,3638956915596,3638956915597,3638956915598,3638956915599,3638956915600",909760520
2018-11-01 17:45:26,活动特集,558596266676,无印良品 MUJI 女式 棉混保暖 十分长收腿裤,2175,,2122,88.00,,789,0,,"中灰色,黑色","无印良品 MUJI 女式 棉混保暖 十分长收腿裤,※此商品如无质量问题，恕不退换。,商品特征：,采用优质棉纱为原料，,诠释棉所特有的优良质感，,穿着干爽舒适具有良好的保温性。,注意事项：,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,细节展示,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质,棉47%,腈纶30%,粘纤16%,氨纶7%,规格,S/M/L/XL,产地,泰国,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。",无印良品 MUJI 女式 棉混保暖 十分长收腿裤,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 女式 棉混保暖 十分长收腿裤,想了解详情无印良品 MUJI 女式 棉混保暖 十分长收腿裤，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=558596266676&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i1/2038648986/TB2am3keqzB9uJjSZFMXXXq4XXa-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB20ZDmd7fb_uJkSnaVXXXFmVXa-2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB21Z0hge7JL1JjSZFKXXc4KXXa-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2mMYsXKdaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","3638973239159,3638973239160,3638973239161,3638973239162,3638973239163,3638973239164,3638973239165,3638973239166",909760520
2018-11-01 17:45:26,活动特集,559255885550,无印良品 MUJI 男式 棉 牦牛绒翻口袋衬衫,671,,3795,448.00,,439,0,,"米色,卡其绿,海军蓝,燕麦色","无印良品 MUJI 男式 棉 牦牛绒翻口袋衬衫,商品特征：,面料添加来自西藏严苛环境的牦牛绒， 具有良好的保温性。 触感柔软舒适。,注意事项：,●请注意，深色产品在使用过程中由于摩擦等原因可能会串色。清洗时，请与其他物品分开洗涤。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,●由于素材的特性，穿着和洗涤时的摩擦会导致起毛、起球。如有发生请尽快使用除毛器等去除。,●△！警告：靠近烟火，有点燃表面绒毛的危险，敬请注意。,●由于素材的特性，穿着中绒毛会附着到其他衣物上，请用刷子或者胶带等去除。,细节展示,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质,主体:棉70%,牦牛毛30%,,后背过肩里布:棉100%,规格,S/M/L/XL,产地,中国,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。,&nbsp;",无印良品 MUJI 男式 棉 牦牛绒翻口袋衬衫,"欢迎前来淘宝网长袖衬衫-精品男装类实力旺铺，选购无印良品 MUJI 男式 棉 牦牛绒翻口袋衬衫,想了解详情无印良品 MUJI 男式 棉 牦牛绒翻口袋衬衫，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多长袖衬衫-精品男装商品任你选购",https://detail.tmall.com/item.htm?id=559255885550&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i3/2038648986/TB2xzdKnv2H8KJjy1zkXXXr7pXa-2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB26EIPndrJ8KJjSspaXXXuKpXa-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2tGScd4OMSKJjSZFlXXXqQFXa_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/T2VVzwXSFXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2XFOPoFXXXXaaXpXXXXXXXXXX-2038648986.jpg","3483777412010,3483777412011,3483777412012,3483777412013,3483777412014,3483777412015,3483777412016,3483777412017,3483777412018,3483777412019,3483777412020,3483777412021,3656969126658,3656969126659,3656969126660,3656969126661",909760520
2018-11-01 17:45:26,活动特集,558905666573,无印良品 MUJI 男式 棉混保暖 长紧身裤,7069,,2208,88.00,,1530,0,,"海军蓝,炭灰色,黑色","无印良品 MUJI 男式 棉混保暖 长紧身裤,&nbsp;*内衣类商品不支持7天内无理由退换货*,商品特征：,采用优质棉纱为原料， 诠释棉所特有的优良质感， 穿着干爽舒适具有良好的保温性。,注意事项：,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为88元,。,细节展示,&nbsp;,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质,棉47%,腈纶28%,粘纤19%,氨纶6%,规格,S/M/L/XL,产地,中国,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。,&nbsp;",无印良品 MUJI 男式 棉混保暖 长紧身裤,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 男式 棉混保暖 长紧身裤,想了解详情无印良品 MUJI 男式 棉混保暖 长紧身裤，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=558905666573&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2VSpPeYsTMeJjy1zeXXcOCVXa_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/T2VVzwXSFXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2XFOPoFXXXXaaXpXXXXXXXXXX-2038648986.jpg","3478423277397,3478423277398,3478423277399,3478423277400,3478423277401,3478423277402,3478423277403,3478423277404,3478423277405,3478423277406,3478423277407,3478423277408",909760520
2018-11-01 17:45:26,活动特集,41782031846,无印良品MUJI 扫除用品系列_伸缩式铝杆,2600,,4731,29.00,,4976,10,"满分,顺丰很快,价格不算贵,就是有点贵,质量太差,质感很好哦,好收纳,拖把很好用,手感不错,朋友推荐购买的",原色约直径２．５×长６８～１１６ｃｍ,"无印良品MUJI 扫除用品系列_伸缩式铝杆,长度适合站着操作。可用一键式按钮轻松更换头部。改良了伸缩部分的固定部件，伸缩部分不会松动。,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为29元。,产品展示, &nbsp;,基本信息,商品材质, 本体：铝_顶部：ABS树脂_附件：PBT树脂 ,规格, 约直径２．５&times;长６８～１１６ｃｍ ",无印良品MUJI 扫除用品系列_伸缩式铝杆,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 扫除用品系列_伸缩式铝杆,想了解详情无印良品MUJI 扫除用品系列_伸缩式铝杆，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=41782031846&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/T2pN8xX08XXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg",3138391162752,909760520
2018-11-01 17:45:26,活动特集,43824570376,无印良品MUJI 聚丙烯_笔盒,4616,,13493,,,11388,10,"东西不错,物流也很快,值得信赖,孩子很喜欢,大小也刚好,超级划算,笔盒很好看,看着还不错,质感还不错,手感挺棒的","大/约184*64*25㎜,小/约170*51*20㎜","无印良品MUJI 聚丙烯_笔盒,细节展示,颜色展示,基本信息,产地, 中国上海市 ,规格,大/约184*64*25㎜,小/约170*51*20㎜,聚丙烯",无印良品MUJI 聚丙烯_笔盒,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 聚丙烯_笔盒,想了解详情无印良品MUJI 聚丙烯_笔盒，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=43824570376&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2rjugbVXXXXaoXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2b6KdbVXXXXbkXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","94980836675,94980836676",909760520
